sku_id,ganador,wape_ganador,wape_ensemble,ensemble_gano
15044C,tsb,0.8468610901470807,1.6942048403963703,False
16011,lightgbm_global,0.5729468414924939,0.5899400467363504,False
16237,ensemble,0.4448358370665774,0.4448358370665774,True
20622,lightgbm_global,2.591914606586122,4.691075214481015,False
20713,ensemble,0.5497931315830334,0.5497931315830334,True
20726,ets,0.32129127500480537,0.5049364587044284,False
20752,ensemble,0.7701347951679917,0.7701347951679917,True
20761,ets,0.45254362380901825,0.578460673448654,False
20772,benchmark,0.6806815744956483,0.9170457787085834,False
20780,ets,1.0000000031931051,0.9999999999927617,False
20802,ets,0.6901428184600241,1.248224219299801,False
20832,ensemble,0.5318676614360658,0.5318676614360658,True
20931,random_forest,0.8559600584506435,1.3637812892366963,False
20941,ets,0.9458328118299928,,False
20967,ets,2.3981895647685585,13.755939247240178,False
20978,benchmark,0.333973170325568,0.5093712569259178,False
21039,ensemble,0.5282813728351544,0.5282813728351544,True
21061,xgboost,0.5804579469184799,1.3607431364138523,False
21108,ensemble,0.869199520140258,0.869199520140258,True
21116,benchmark,0.34788603502543675,0.4904183782937916,False
21131,ensemble,0.8425486948938242,0.8425486948938242,True
21136,ensemble,0.4142156766331911,0.4142156766331911,True
21187,lightgbm_global,1.3662428713658643,,False
21189,random_forest,1.0402285639092275,2.2979206915783785,False
21208,ensemble,0.365742031474345,0.365742031474345,True
21258,ensemble,0.5255241382545729,0.5255241382545729,True
21288,random_forest,0.4160804822176706,1.0223646057412885,False
21289,ets,1.2225303395075444,2.2425248372791238,False
21291,lightgbm_global,1.3159383214130345,1.6461826404699522,False
21367,ensemble,0.25273050658096247,0.25273050658096247,True
21400,ensemble,0.3732913505564663,0.3732913505564663,True
21420,tsb,0.4520807397421597,0.6998194754305538,False
21446,ensemble,1.4704567098712538,1.4704567098712538,True
21452,ensemble,0.37531967094410396,0.37531967094410396,True
21467,ets,1.8074443339569117,5.39946763984296,False
21500,ensemble,0.34755595243012927,0.34755595243012927,True
21506,ensemble,0.3637187920013667,0.3637187920013667,True
21535,xgboost,0.4000636060385026,0.587043184232779,False
21576,ensemble,0.3795150310498529,0.3795150310498529,True
21578,ets,2.473165050136808,6.871523009762125,False
21592,lightgbm_global,0.4574416815574684,0.534104950106729,False
21613,ensemble,1.0119537170743464,1.0119537170743464,True
21641,lightgbm_global,0.9133839374034781,0.9915660378492183,False
21666,ensemble,0.6188803011105204,0.6188803011105204,True
21715,benchmark,0.6563913946666484,1.6344026644435257,False
21730,ensemble,0.9032640306052544,0.9032640306052544,True
21750,benchmark,1.251713879340998,5.365567635621727,False
21754,ensemble,0.26108666553326576,0.26108666553326576,True
21812,ensemble,0.7135744099629417,0.7135744099629417,True
21814,ensemble,5.493684786823592,5.493684786823592,True
21850,random_forest,4.598536683311101,9.063066296002775,False
21871,tsb,0.5207254788573283,0.5564556048005694,False
21872,ensemble,0.7655054106275839,0.7655054106275839,True
21880,xgboost,0.4118784083541354,0.5899885481892377,False
21890,ensemble,0.42769036950579703,0.42769036950579703,True
21915,benchmark,0.32868585988445453,0.5898754319574715,False
21930,tsb,0.4027851203984949,0.4832879790471896,False
21937,lightgbm_global,1.4721789239733403,5.801746120775351,False
21967,ensemble,0.5628761053875667,0.5628761053875667,True
21975,tsb,0.5085864943213695,1.0302058387413637,False
21992,ets,0.6564516575016671,0.8155760163859537,False
21993,ensemble,0.36293197382357767,0.36293197382357767,True
22023,lightgbm_global,0.5688638257203644,0.653001307101914,False
22029,ensemble,0.19885181930500026,0.19885181930500026,True
22035,random_forest,11.901641924353793,33.83081548089883,False
22038,ensemble,0.5654424171028524,0.5654424171028524,True
22046,ensemble,0.2823962862141974,0.2823962862141974,True
22055,lightgbm_global,0.7252262261645234,0.7845904628964183,False
22076,ensemble,0.5069496289983187,0.5069496289983187,True
22086,benchmark,0.42066166582398856,0.788871127461011,False
22094,ensemble,0.7019251936816892,0.7019251936816892,True
22096,ensemble,0.8582458979039359,0.8582458979039359,True
22102,ensemble,0.9843394309718138,0.9843394309718138,True
22104,tsb,1.5538613939715709,2.5088948094881984,False
22130,ensemble,0.6476934064325093,0.6476934064325093,True
22135,ensemble,0.32071272970370224,0.32071272970370224,True
22147,ets,0.6767630631217431,0.9109326395154488,False
22154,ensemble,0.6588785807282919,0.6588785807282919,True
22167,tsb,1.0692413880360843,1.5748848474394708,False
22168,tsb,2.7347061284232406,,False
22171,tsb,1.2309868715117487,4.625236566094968,False
22174,ensemble,0.5448785889401425,0.5448785889401425,True
22178,tsb,0.3303138438071061,0.3928780249199928,False
22192,ets,0.362711141941078,0.5251987174698188,False
22196,lightgbm_global,0.4364302482085868,0.5749469999766105,False
22197,benchmark,0.42392345805876963,0.5379929794660145,False
22200,ensemble,0.7348577941767541,0.7348577941767541,True
22203,lightgbm_global,0.7978924861421058,0.9192696634036248,False
22212,ensemble,0.25984108823416024,0.25984108823416024,True
22219,lightgbm_global,0.6014010800555494,1.0012674746133154,False
22220,ensemble,0.8980585018838022,0.8980585018838022,True
22244,lightgbm_global,1.0756497289300875,2.326793721069902,False
22270,benchmark,3.585449332171893,6.264755062557465,False
22289,xgboost,6.638535696600811,41.25114781030354,False
22294,ets,0.834910198447257,0.8597214036886122,False
22299,ensemble,0.6832578792059903,0.6832578792059903,True
22359,lightgbm_global,2.182167346813375,3.8559506383613953,False
22380,ensemble,0.20312979588736782,0.20312979588736782,True
22411,tsb,0.3607272629866224,0.4566540154896379,False
22461,ets,4.4594041723829845,21.95000028728511,False
22468,lightgbm_global,0.5433024015318597,0.5484571822951926,False
22471,ensemble,0.6413867884744513,0.6413867884744513,True
22474,ensemble,0.733188831187085,0.733188831187085,True
22511,ensemble,4.8352801221132085,4.8352801221132085,True
22522,lightgbm_global,3.2730335778316144,5.913691982302912,False
22547,lightgbm_global,0.6887424113631373,0.7917630284303011,False
22566,ensemble,0.44417329497080615,0.44417329497080615,True
22570,lightgbm_global,0.7030470931611269,0.7410320858310598,False
22604,ensemble,0.6485922351405078,0.6485922351405078,True
22605,ets,0.5782391534423721,1.4462360434419697,False
22635,ets,1.0155120934203983,2.564085061821789,False
22637,tsb,0.5013153505758146,0.9968154407174352,False
22666,ets,0.4123627861730339,0.5795639015189895,False
22668,tsb,0.5198379868781756,0.936399580664084,False
22669,ets,0.4137431806847009,0.4415840550601873,False
22702,benchmark,4.6032600832015635,11.49408792463639,False
22703,benchmark,0.43762309510761854,0.6643252947279078,False
22713,tsb,0.4921031230975149,0.6097987231490829,False
22717,ets,0.33077613672845385,0.7532102200752563,False
35004B,random_forest,0.8248690706907378,1.2142872936024498,False
35911A,benchmark,0.9774238943730469,2.0833424310780853,False
35923,tsb,0.7160919258724704,0.7228917575291534,False
37475,ets,0.78331903300049,1.1667487081711203,False
46776C,ensemble,0.7425446092264639,0.7425446092264639,True
47021G,lightgbm_global,0.9721377202315032,,False
47421,ets,0.6585919913153708,0.6741296848580581,False
47504H,ensemble,0.5014121582992525,0.5014121582992525,True
47566B,lightgbm_global,2.68333651607586,5.171918236157275,False
47574A,tsb,0.9785229407820043,1.7703438829834237,False
48111,lightgbm_global,1.4002033690781526,2.7310473969811935,False
48116,ets,1.3191612957556593,2.697630314815731,False
48173C,random_forest,0.8341824977315975,1.546007740477387,False
71053,lightgbm_global,0.46061791444947675,0.7041901529632185,False
72130,ensemble,3.32242364232598,3.32242364232598,True
72225C,ensemble,0.8022118537464337,0.8022118537464337,True
72802B,lightgbm_global,0.6478579782957983,0.9916914568359139,False
75131,lightgbm_global,1.0784239951736185,,False
79144B,ensemble,0.42312491936263585,0.42312491936263585,True
79190B,ensemble,0.47247276489459383,0.47247276489459383,True
79190D,tsb,0.6356497380963433,0.6636374272202873,False
82001S,ensemble,0.43578908912933073,0.43578908912933073,True
82011A,ensemble,0.6938839030947456,0.6938839030947456,True
82494L,ensemble,0.2922570857213204,0.2922570857213204,True
82613A,ets,0.9968247552766196,3.646226721835362,False
82613C,benchmark,1.1564675691401507,2.714585205560405,False
84006,random_forest,0.548366285007795,0.5732419351474753,False
84012,ensemble,0.6638717120799819,0.6638717120799819,True
84029G,ensemble,0.6788709437388812,0.6788709437388812,True
84199,ensemble,2.306228462737874,2.306228462737874,True
84247G,lightgbm_global,0.9156023621556713,,False
84251C,benchmark,2.9580026455026456,26.46081414580194,False
84378,random_forest,0.4463076845488124,0.6114003140134038,False
84508B,ensemble,0.8816873982323651,0.8816873982323651,True
84559A,lightgbm_global,0.5658554449379487,0.724035927327512,False
84584,random_forest,0.7296240392304003,,False
84596B,ensemble,0.35818324941432866,0.35818324941432866,True
84659A,ensemble,0.6603006919169495,0.6603006919169495,True
84660B,random_forest,1.0159313053433334,1.4265235449996365,False
84673A,random_forest,1.8598425221653003,6.191207999613744,False
84674,tsb,1.1877509014267051,2.1028680759156457,False
84692,ensemble,0.2556372309411042,0.2556372309411042,True
84755,benchmark,0.3975958881095163,0.835071817388397,False
84847,lightgbm_global,14.859973534038915,64.3747869173094,False
84879,ensemble,0.3069068222653833,0.3069068222653833,True
84905,tsb,1.0276169454696908,,False
84926D,ensemble,0.6769863468818255,0.6769863468818255,True
84978,benchmark,0.322737461261296,0.5087531685836127,False
84989A,ensemble,0.999999999975229,0.999999999975229,True
85023B,ensemble,0.9999999999959034,0.9999999999959034,True
85034B,ensemble,0.8965170907813644,0.8965170907813644,True
85035B,ensemble,1.62216356862052,1.62216356862052,True
85049A,ensemble,0.7636283163563551,0.7636283163563551,True
85129D,ensemble,0.41510971403485497,0.41510971403485497,True
85130B,tsb,0.8084650882326846,1.9652917996229011,False
85169A,ensemble,1.3651058737936204,1.3651058737936204,True
85170C,random_forest,0.8668426133134259,1.284497604023686,False
85185B,ets,0.525256187269245,1.243596683459489,False
90013B,ensemble,0.6731529594348421,0.6731529594348421,True
90018A,ensemble,0.49351721437576707,0.49351721437576707,True
90161C,ensemble,0.7502933045440057,0.7502933045440057,True
